object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
UOw	243	UOw1	3360	1288	5787	5535	1832	0.0816326530612245
UOw	243	UOw2	3436	1080	5577	5415	1782	0.163265306122449
UOw	243	UOw3	3571	1082	5614	5411	1920	0.183673469387755
UOw	243	UOw4	3266	1181	5625	5680	1865	0.163265306122449
UOw	243	UOw5	3302	1202	5680	5653	1716	0.0816326530612245
UOw	243	UOw6	3292	1372	5557	5645	1797	0.0204081632653061
UOw	243	UOw7	3509	1336	5472	5529	1861	0.0204081632653061
UOw	243	UOw8	3448	1180	5589	5460	1653	0.0612244897959184
UOw	243	UOw9	3352	1299	5777	5618	1873	0.163265306122449
Tkm	244	Tkm0	4073	4138	5626	3839	3243	0.0588235294117647
Tkm	244	Tkm1	3923	4339	5608	3920	3370	0.147058823529412
Tkm	244	Tkm2	3963	4256	5791	4167	3472	0.0294117647058824
Tkm	244	Tkm3	3801	4254	5672	3991	3356	0.205882352941176
Tkm	244	Tkm4	3835	4350	5647	4054	3184	0.117647058823529
Tkm	244	Tkm5	4114	4283	5682	3947	3375	0.0882352941176471
Tkm	244	Tkm6	4000	4270	5653	3986	3450	0.235294117647059
Tkm	244	Tkm7	4049	4198	5842	3994	3303	0.0294117647058824
Tkm	244	Tkm8	3957	4263	5882	3855	3465	0.0588235294117647
Tkm	244	Tkm9	4095	4216	5641	3912	3152	0.0294117647058824
GUU	245	GUU0	354	315	2121	1099	889	0.0701754385964912
GUU	245	GUU1	330	285	2177	864	790	0.0175438596491228
GUU	245	GUU2	371	261	2001	841	646	0.157894736842105
GUU	245	GUU3	470	122	1896	898	570	0.087719298245614
GUU	245	GUU4	557	326	2150	1114	576	0.157894736842105
GUU	245	GUU5	494	67	2126	914	545	0.0701754385964912
GUU	245	GUU6	603	259	1936	849	550	0.140350877192982
GUU	245	GUU7	380	192	2087	973	838	0.0701754385964912
GUU	245	GUU8	526	124	2168	1094	772	0.12280701754386
GUU	245	GUU9	552	216	2008	978	563	0.105263157894737
svE	246	svE0	5384	4382	2793	2521	6745	0.0576923076923077
svE	246	svE1	5512	4538	2916	2305	6677	0.0769230769230769
svE	246	svE2	5491	4382	2818	2396	6687	0.173076923076923
svE	246	svE3	5431	4684	2770	2338	6887	0.173076923076923
svE	246	svE4	5587	4455	2761	2621	6977	0.115384615384615
svE	246	svE5	5640	4607	2786	2558	6956	0.0769230769230769
svE	246	svE6	5374	4468	2640	2425	6761	0.0192307692307692
svE	246	svE7	5700	4438	2677	2545	6851	0.173076923076923
svE	246	svE8	5629	4514	2899	2556	6740	0.115384615384615
svE	246	svE9	5468	4497	2802	2453	6945	0.0192307692307692
rHM	247	rHM0	976	6766	271	1724	6504	0.0851063829787234
rHM	247	rHM1	897	6497	169	1703	6549	0.148936170212766
rHM	247	rHM2	1148	6567	68	1482	6630	0.127659574468085
rHM	247	rHM3	937	6755	55	1647	6331	0.127659574468085
rHM	247	rHM4	1133	6555	249	1654	6385	0.148936170212766
rHM	247	rHM5	897	6705	138	1722	6549	0.127659574468085
rHM	247	rHM6	1018	6553	86	1687	6412	0.127659574468085
rHM	247	rHM7	903	6479	151	1710	6530	0.0212765957446809
rHM	247	rHM8	989	6539	346	1792	6659	0.0425531914893617
rHM	247	rHM9	985	6616	348	1547	6324	0.0425531914893617
PrY	248	PrY0	2307	2986	711	3771	5576	0.0681818181818182
PrY	248	PrY1	2272	3121	666	3883	5454	0.204545454545455
PrY	248	PrY2	2330	3158	815	3667	5508	0.0454545454545455
PrY	248	PrY3	2134	3149	837	3631	5380	0.0454545454545455
PrY	248	PrY4	2113	3258	855	3918	5317	0.113636363636364
PrY	248	PrY5	2111	3152	735	3947	5475	0.113636363636364
PrY	248	PrY6	2187	3026	877	3682	5384	0.0681818181818182
PrY	248	PrY7	2339	3263	694	3812	5402	0.159090909090909
PrY	248	PrY8	2296	3191	709	3842	5472	0.159090909090909
PrY	248	PrY9	2345	3163	766	3618	5485	0.0227272727272727
ohC	249	ohC0	612	5232	4282	3704	5336	0.121951219512195
ohC	249	ohC1	528	5283	4376	3692	5203	0.024390243902439
ohC	249	ohC2	415	5309	4563	3796	5219	0.0487804878048781
ohC	249	ohC3	642	5355	4279	3876	5368	0.146341463414634
ohC	249	ohC4	462	5311	4330	3665	5450	0.0731707317073171
ohC	249	ohC5	410	5363	4332	3726	5328	0.146341463414634
ohC	249	ohC6	645	5167	4241	3908	5202	0.0731707317073171
ohC	249	ohC7	391	5275	4378	3770	5348	0.219512195121951
ohC	249	ohC8	626	5269	4236	3739	5139	0.0975609756097561
ohC	249	ohC9	649	5153	4386	3649	5216	0.0487804878048781
Jgv	250	Jgv0	2522	5863	4979	1013	1811	0.121212121212121
Jgv	250	Jgv1	2786	6040	5077	1095	1809	0.0303030303030303
Jgv	250	Jgv2	2496	6103	4979	836	1793	0.0909090909090909
Jgv	250	Jgv3	2617	5871	4968	831	1922	0.0303030303030303
Jgv	250	Jgv4	2545	6101	5041	806	1784	0.0909090909090909
Jgv	250	Jgv5	2479	5937	5001	906	2122	0.121212121212121
Jgv	250	Jgv6	2536	5842	4881	826	2113	0.181818181818182
Jgv	250	Jgv7	2495	6041	5143	1057	2113	0.121212121212121
Jgv	250	Jgv8	2722	5889	4927	1094	1865	0.0303030303030303
Jgv	250	Jgv9	2657	5849	4886	793	1853	0.181818181818182
GXc	251	GXc0	6262	6332	4866	2184	1779	0.0238095238095238
GXc	251	GXc1	6163	6413	4961	2220	2002	0.0714285714285714
GXc	251	GXc2	6091	6386	4839	2132	1763	0.142857142857143
GXc	251	GXc3	6214	6349	4972	2134	1732	0.0952380952380952
GXc	251	GXc4	6166	6262	4888	2054	1963	0.166666666666667
GXc	251	GXc5	6087	6273	5088	2094	1709	0.0238095238095238
GXc	251	GXc6	6036	6374	5065	2302	1733	0.119047619047619
GXc	251	GXc7	6101	6381	5054	2080	1709	0.0476190476190476
GXc	251	GXc8	5972	6325	5063	2139	1773	0.0952380952380952
GXc	251	GXc9	5999	6177	5017	2026	1744	0.214285714285714
HQN	252	HQN0	3965	4748	6786	2015	2425	0.12
HQN	252	HQN1	4062	4406	6689	2222	2281	0.1
HQN	252	HQN2	3916	4476	6746	2184	2350	0.06
HQN	252	HQN3	4035	4403	6665	2148	2410	0.02
HQN	252	HQN4	3945	4463	6737	1911	2463	0.16
HQN	252	HQN5	4032	4452	6625	1980	2598	0.14
HQN	252	HQN6	3919	4485	6807	2046	2438	0.04
HQN	252	HQN7	3774	4488	6473	2202	2355	0.18
HQN	252	HQN8	3915	4698	6621	1932	2376	0.06
HQN	252	HQN9	3918	4529	6540	1918	2548	0.12
cFP	253	cFP0	2967	2308	1696	2866	2363	0.111111111111111
cFP	253	cFP1	3237	2358	1957	2858	2456	0.0793650793650794
cFP	253	cFP2	3287	2263	2027	2760	2353	0.0476190476190476
cFP	253	cFP3	3074	2242	2028	2633	2441	0.142857142857143
cFP	253	cFP4	3277	2403	1820	2696	2307	0.111111111111111
cFP	253	cFP5	3086	2423	1846	2773	2419	0.0793650793650794
cFP	253	cFP6	3286	2189	2037	2920	2540	0.126984126984127
cFP	253	cFP7	2992	2275	1832	2905	2231	0.0952380952380952
cFP	253	cFP8	3270	2351	1884	2673	2483	0.0634920634920635
cFP	253	cFP9	2954	2389	1752	2960	2418	0.142857142857143
zTL	254	zTL0	5180	4711	3621	567	3280	0.108108108108108
zTL	254	zTL1	5341	4489	3729	591	3092	0.0540540540540541
zTL	254	zTL2	5173	4609	3882	679	3234	0.0810810810810811
zTL	254	zTL3	5295	4638	3632	618	3111	0.189189189189189
zTL	254	zTL4	5363	4722	3870	866	3209	0.108108108108108
zTL	254	zTL5	5155	4624	3762	688	3084	0.027027027027027
zTL	254	zTL6	5122	4594	3877	775	3181	0.216216216216216
zTL	254	zTL7	5356	4750	3681	609	3272	0.108108108108108
zTL	254	zTL8	5147	4696	3630	644	2987	0.0810810810810811
zTL	254	zTL9	5265	4441	3917	688	3095	0.027027027027027
JdO	255	JdO0	1900	5641	4921	941	5212	0.12
JdO	255	JdO1	1987	5413	5055	794	5396	0.1
JdO	255	JdO2	1967	5459	5021	643	5110	0.02
JdO	255	JdO3	1978	5590	4865	712	5133	0.02
JdO	255	JdO4	1968	5663	5086	949	5277	0.08
JdO	255	JdO5	2151	5568	5095	748	5118	0.14
JdO	255	JdO6	2003	5680	5123	694	5254	0.04
JdO	255	JdO7	2145	5669	5044	972	5213	0.14
JdO	255	JdO8	2086	5642	5002	724	5151	0.18
JdO	255	JdO9	2079	5585	5040	946	5289	0.16
kfb	256	kfb0	3708	2693	2003	3432	3968	0.102040816326531
kfb	256	kfb1	3790	2710	1767	3551	3917	0.0612244897959184
kfb	256	kfb2	3941	2600	1985	3688	3927	0.163265306122449
kfb	256	kfb3	3718	2785	1811	3672	3872	0.102040816326531
kfb	256	kfb4	3670	2830	1812	3473	3786	0.0816326530612245
kfb	256	kfb5	3798	2660	1798	3419	3907	0.122448979591837
kfb	256	kfb6	3867	2634	1722	3394	3856	0.142857142857143
kfb	256	kfb7	3634	2838	1824	3570	3818	0.0408163265306122
kfb	256	kfb8	3618	2558	1801	3609	3788	0.102040816326531
kfb	256	kfb9	3742	2871	1776	3584	3674	0.0816326530612245
rDQ	257	rDQ0	6525	4897	964	4556	3143	0.0784313725490196
rDQ	257	rDQ1	6486	4778	1033	4518	2973	0.0980392156862745
rDQ	257	rDQ2	6626	4943	887	4530	3034	0.0392156862745098
rDQ	257	rDQ3	6601	4970	1176	4378	3248	0.0980392156862745
rDQ	257	rDQ4	6323	5066	970	4479	3092	0.176470588235294
rDQ	257	rDQ5	6382	5019	873	4458	3252	0.0588235294117647
rDQ	257	rDQ6	6525	4827	943	4595	2984	0.0392156862745098
rDQ	257	rDQ7	6488	4891	986	4608	3097	0.0588235294117647
rDQ	257	rDQ8	6367	5049	1045	4488	3308	0.176470588235294
rDQ	257	rDQ9	6535	4747	1064	4595	2983	0.176470588235294
Nnz	258	Nnz0	2773	4399	2211	2591	3722	0.0909090909090909
Nnz	258	Nnz1	2758	4314	2248	2856	3613	0.159090909090909
Nnz	258	Nnz2	2784	4324	2182	2651	3566	0.0227272727272727
Nnz	258	Nnz3	2741	4579	2223	2694	3589	0.204545454545455
Nnz	258	Nnz4	2676	4413	2305	2581	3639	0.0681818181818182
Nnz	258	Nnz5	2782	4314	2373	2838	3481	0.0681818181818182
Nnz	258	Nnz6	2661	4388	2354	2577	3490	0.159090909090909
Nnz	258	Nnz7	2775	4607	2317	2610	3533	0.0227272727272727
Nnz	258	Nnz8	2625	4366	2181	2701	3663	0.0454545454545455
Nnz	258	Nnz9	2578	4440	2364	2838	3508	0.159090909090909
ZRs	259	ZRs0	942	2475	3366	444	1679	0.0454545454545455
ZRs	259	ZRs1	765	2301	3337	436	1786	0.0681818181818182
ZRs	259	ZRs2	862	2332	3405	716	1847	0.181818181818182
ZRs	259	ZRs3	921	2270	3427	653	1942	0.0454545454545455
ZRs	259	ZRs4	1018	2556	3549	741	1645	0.136363636363636
ZRs	259	ZRs5	975	2559	3528	532	1725	0.0227272727272727
ZRs	259	ZRs6	804	2483	3407	579	1673	0.113636363636364
ZRs	259	ZRs7	911	2325	3341	629	1895	0.0909090909090909
ZRs	259	ZRs8	729	2616	3527	620	1674	0.113636363636364
ZRs	259	ZRs9	1027	2284	3444	689	1687	0.181818181818182
Fsq	260	Fsq0	2014	5490	5226	6703	4517	0.0677966101694915
Fsq	260	Fsq1	2290	5646	4976	6484	4476	0.135593220338983
Fsq	260	Fsq2	2046	5585	5062	6394	4254	0.11864406779661
Fsq	260	Fsq3	2052	5484	5244	6523	4263	0.0677966101694915
Fsq	260	Fsq4	2097	5626	5233	6502	4269	0.152542372881356
Fsq	260	Fsq5	2149	5597	4994	6427	4332	0.0847457627118644
Fsq	260	Fsq6	2105	5392	4991	6712	4447	0.0508474576271186
Fsq	260	Fsq7	2251	5462	5297	6739	4270	0.0508474576271186
Fsq	260	Fsq8	2134	5615	5133	6633	4469	0.152542372881356
Fsq	260	Fsq9	2238	5348	5069	6686	4374	0.11864406779661
uzT	261	uzT0	1959	1065	4211	2811	2628	0.0535714285714286
uzT	261	uzT1	2085	957	4167	2555	2758	0.0714285714285714
uzT	261	uzT2	1987	926	4203	2613	2777	0.107142857142857
uzT	261	uzT3	2022	890	4323	2600	2774	0.0892857142857143
uzT	261	uzT4	1973	808	4369	2589	2789	0.125
uzT	261	uzT5	2192	996	4347	2708	2679	0.0535714285714286
uzT	261	uzT6	2080	809	4279	2847	2751	0.0535714285714286
uzT	261	uzT7	2050	894	4116	2566	2636	0.125
uzT	261	uzT8	2095	751	4250	2811	2702	0.160714285714286
uzT	261	uzT9	2139	1021	4237	2616	2734	0.160714285714286
sSU	262	sSU0	418	1072	6008	3533	4644	0.0465116279069767
sSU	262	sSU1	370	817	6143	3334	4567	0.0232558139534884
sSU	262	sSU2	690	766	5994	3507	4653	0.0232558139534884
sSU	262	sSU3	540	814	6202	3634	4599	0.0697674418604651
sSU	262	sSU4	550	895	5983	3331	4580	0.0232558139534884
sSU	262	sSU5	496	1025	6003	3610	4583	0.0930232558139535
sSU	262	sSU6	474	1031	6026	3612	4338	0.186046511627907
sSU	262	sSU7	556	945	6164	3464	4541	0.186046511627907
sSU	262	sSU8	656	874	6252	3495	4361	0.186046511627907
sSU	262	sSU9	444	961	5993	3596	4366	0.162790697674419
rQx	263	rQx0	2566	1147	5433	2362	3461	0.0217391304347826
rQx	263	rQx1	2762	879	5426	2463	3688	0.152173913043478
rQx	263	rQx2	2604	1088	5465	2381	3613	0.173913043478261
rQx	263	rQx3	2764	836	5560	2455	3639	0.0434782608695652
rQx	263	rQx4	2551	1099	5395	2521	3686	0.195652173913043
rQx	263	rQx5	2581	1123	5468	2461	3421	0.108695652173913
rQx	263	rQx6	2437	987	5356	2485	3518	0.0652173913043478
rQx	263	rQx7	2506	920	5580	2472	3622	0.0217391304347826
rQx	263	rQx8	2750	895	5298	2325	3502	0.152173913043478
rQx	263	rQx9	2697	1029	5455	2255	3489	0.0652173913043478
QMJ	264	QMJ0	6334	257	3058	6208	6675	0.0392156862745098
QMJ	264	QMJ1	6465	68	3253	6190	6512	0.117647058823529
QMJ	264	QMJ2	6216	315	3120	6334	6464	0.0980392156862745
QMJ	264	QMJ3	6453	301	3133	6399	6557	0.137254901960784
QMJ	264	QMJ4	6459	269	3222	6314	6651	0.0784313725490196
QMJ	264	QMJ5	6392	156	3144	6367	6483	0.156862745098039
QMJ	264	QMJ6	6293	132	3262	6352	6557	0.0196078431372549
QMJ	264	QMJ7	6403	104	3025	6234	6599	0.0980392156862745
QMJ	264	QMJ8	6173	351	3143	6242	6457	0.156862745098039
QMJ	264	QMJ9	6170	305	3358	6343	6585	0.0980392156862745
Hjj	265	Hjj0	225	6074	1209	4222	409	0.0196078431372549
Hjj	265	Hjj1	199	6184	1059	4303	466	0.156862745098039
Hjj	265	Hjj2	295	6162	1081	4473	391	0.0196078431372549
Hjj	265	Hjj3	94	6098	1151	4320	560	0.117647058823529
Hjj	265	Hjj4	279	6069	1164	4420	406	0.0784313725490196
Hjj	265	Hjj5	76	5949	1268	4388	478	0.0392156862745098
Hjj	265	Hjj6	159	6169	991	4532	387	0.0980392156862745
Hjj	265	Hjj7	373	5979	1175	4415	686	0.137254901960784
Hjj	265	Hjj8	79	6017	1233	4318	602	0.176470588235294
Hjj	265	Hjj9	137	5890	952	4535	604	0.156862745098039
POs	266	POs0	6136	5925	4849	3463	4581	0.0571428571428571
POs	266	POs1	6250	5723	5112	3573	4765	0.128571428571429
POs	266	POs2	6387	5647	4923	3461	4731	0.128571428571429
POs	266	POs3	6110	5676	4861	3472	4641	0.0285714285714286
POs	266	POs4	6149	5988	4897	3720	4648	0.128571428571429
POs	266	POs5	6353	5688	5053	3770	4577	0.128571428571429
POs	266	POs6	6392	5841	5048	3577	4732	0.0285714285714286
POs	266	POs7	6406	5738	4916	3610	4681	0.128571428571429
POs	266	POs8	6142	5696	5057	3550	4479	0.114285714285714
POs	266	POs9	6444	5978	5175	3466	4765	0.128571428571429
qph	267	qph0	860	1831	3159	5888	1709	0.113636363636364
qph	267	qph1	684	1912	2980	5985	1810	0.0227272727272727
qph	267	qph2	740	1835	2912	5875	1573	0.136363636363636
qph	267	qph3	722	1583	3172	5902	1858	0.0681818181818182
qph	267	qph4	779	1646	2865	5941	1848	0.113636363636364
qph	267	qph5	664	1740	2959	5899	1642	0.136363636363636
qph	267	qph6	828	1763	2887	5936	1606	0.0681818181818182
qph	267	qph7	588	1898	2922	5767	1750	0.136363636363636
qph	267	qph8	730	1827	3127	5870	1873	0.181818181818182
qph	267	qph9	851	1607	2879	5971	1723	0.0227272727272727
CQq	268	CQq0	5969	575	4538	3327	2867	0.087719298245614
CQq	268	CQq1	5761	704	4396	3267	3132	0.12280701754386
CQq	268	CQq2	5981	459	4388	3261	2890	0.12280701754386
CQq	268	CQq3	5728	547	4510	3119	2902	0.0350877192982456
CQq	268	CQq4	5803	525	4524	3240	2906	0.12280701754386
CQq	268	CQq5	5866	680	4589	3142	3072	0.0175438596491228
CQq	268	CQq6	5958	456	4474	3318	3169	0.157894736842105
CQq	268	CQq7	5960	440	4471	3336	3097	0.105263157894737
CQq	268	CQq8	5858	471	4313	3193	3142	0.12280701754386
CQq	268	CQq9	5929	559	4307	3297	2997	0.105263157894737
QQc	269	QQc0	252	4447	4634	4858	3714	0.0232558139534884
QQc	269	QQc1	366	4141	4419	5015	3790	0.0930232558139535
QQc	269	QQc2	299	4467	4581	4976	3838	0.186046511627907
QQc	269	QQc3	266	4297	4570	4976	3812	0.0930232558139535
QQc	269	QQc4	338	4467	4613	4900	3660	0.116279069767442
QQc	269	QQc5	279	4301	4338	4968	3694	0.116279069767442
QQc	269	QQc6	230	4152	4610	5065	3692	0.0930232558139535
QQc	269	QQc7	323	4259	4418	4921	3813	0.0232558139534884
QQc	269	QQc8	480	4150	4443	5137	3604	0.0697674418604651
QQc	269	QQc9	324	4325	4546	5045	3761	0.186046511627907
auP	270	auP0	2052	2713	1120	1125	797	0.176470588235294
auP	270	auP1	2220	2545	1264	952	580	0.0588235294117647
auP	270	auP2	2224	2660	1346	1119	840	0.0196078431372549
auP	270	auP3	2263	2507	1327	1199	764	0.137254901960784
auP	270	auP4	2327	2530	1266	1102	630	0.156862745098039
auP	270	auP5	2168	2717	1089	1004	721	0.176470588235294
auP	270	auP6	2226	2508	1200	1144	674	0.0392156862745098
auP	270	auP7	2174	2479	1172	1135	699	0.0196078431372549
auP	270	auP8	2167	2621	1065	1170	600	0.176470588235294
auP	270	auP9	2041	2469	1218	977	684	0.0392156862745098
wcW	271	wcW0	3109	2105	2704	2015	863	0.0434782608695652
wcW	271	wcW1	3041	2026	2484	2269	866	0.152173913043478
wcW	271	wcW2	3033	2019	2518	1935	1033	0.0652173913043478
wcW	271	wcW3	3196	1977	2685	2256	925	0.152173913043478
wcW	271	wcW4	3217	2005	2538	1960	876	0.0652173913043478
wcW	271	wcW5	3262	1989	2437	2117	837	0.0652173913043478
wcW	271	wcW6	3299	2209	2694	2058	1032	0.152173913043478
wcW	271	wcW7	3315	2261	2453	1976	891	0.0869565217391304
wcW	271	wcW8	3292	2064	2470	2092	815	0.108695652173913
wcW	271	wcW9	3338	2010	2461	2167	1088	0.108695652173913
RSV	272	RSV0	2926	2494	2112	809	2074	0.0769230769230769
RSV	272	RSV1	2842	2362	2123	545	2203	0.0307692307692308
RSV	272	RSV2	2747	2460	2117	719	2088	0.138461538461538
RSV	272	RSV3	2942	2452	1952	577	2185	0.138461538461538
RSV	272	RSV4	2852	2602	1833	647	2094	0.138461538461538
RSV	272	RSV5	2763	2556	2013	721	1894	0.0769230769230769
RSV	272	RSV6	2915	2516	1866	540	2169	0.138461538461538
RSV	272	RSV7	2727	2434	2012	811	1951	0.0153846153846154
RSV	272	RSV8	2701	2358	2142	854	2087	0.123076923076923
RSV	272	RSV9	2963	2312	1990	592	2184	0.123076923076923
sxH	273	sxH0	1293	4072	3184	5705	4720	0.107142857142857
sxH	273	sxH1	1417	4058	2854	5543	4655	0.142857142857143
sxH	273	sxH2	1414	4016	2959	5635	4631	0.107142857142857
sxH	273	sxH3	1240	4231	3041	5842	4538	0.0892857142857143
sxH	273	sxH4	1164	4162	3181	5647	4608	0.0357142857142857
sxH	273	sxH5	1335	4098	3167	5841	4674	0.0535714285714286
sxH	273	sxH6	1176	4114	2947	5790	4689	0.125
sxH	273	sxH7	1346	4243	2970	5593	4561	0.125
sxH	273	sxH8	1271	4223	3012	5787	4555	0.0535714285714286
sxH	273	sxH9	1165	4079	2958	5748	4665	0.160714285714286
RAX	274	RAX0	4325	1601	6233	3553	4136	0.15
RAX	274	RAX1	4307	1545	6121	3498	3947	0.175
RAX	274	RAX2	4484	1510	6112	3524	4032	0.1
RAX	274	RAX3	4437	1488	6089	3738	4005	0.15
RAX	274	RAX4	4311	1520	6177	3565	4254	0.025
RAX	274	RAX5	4346	1796	6331	3486	4004	0.1
RAX	274	RAX6	4359	1512	6381	3704	4159	0.075
RAX	274	RAX7	4421	1782	6315	3758	4093	0.1
RAX	274	RAX8	4452	1685	6157	3638	4111	0.025
RAX	274	RAX9	4392	1531	6132	3729	4281	0.1
fJD	275	fJD0	5784	3121	1503	2509	4234	0.119047619047619
fJD	275	fJD1	5726	3092	1693	2717	4393	0.214285714285714
fJD	275	fJD2	5685	3280	1645	2781	4144	0.0238095238095238
fJD	275	fJD3	5669	2938	1398	2647	4160	0.0476190476190476
fJD	275	fJD4	5701	3041	1652	2551	4264	0.0952380952380952
fJD	275	fJD5	5579	2934	1587	2548	4346	0.0952380952380952
fJD	275	fJD6	5487	2958	1662	2653	4414	0.0476190476190476
fJD	275	fJD7	5622	3030	1393	2686	4305	0.119047619047619
fJD	275	fJD8	5504	2963	1494	2541	4377	0.0238095238095238
fJD	275	fJD9	5616	3069	1570	2759	4238	0.214285714285714
qVi	276	qVi0	5792	3621	1718	1308	6967	0.166666666666667
qVi	276	qVi1	5576	3719	1370	1356	6798	0.111111111111111
qVi	276	qVi2	5568	3841	1536	1424	6935	0.148148148148148
qVi	276	qVi3	5860	3743	1512	1394	6851	0.0185185185185185
qVi	276	qVi4	5658	3749	1444	1305	6832	0.111111111111111
qVi	276	qVi5	5850	3594	1534	1280	6786	0.037037037037037
qVi	276	qVi6	5638	3593	1443	1359	6688	0.12962962962963
qVi	276	qVi7	5586	3805	1379	1433	6658	0.148148148148148
qVi	276	qVi8	5675	3723	1460	1392	6836	0.111111111111111
qVi	276	qVi9	5606	3606	1430	1448	6671	0.0185185185185185
LFe	277	LFe0	1237	5993	4851	6590	4062	0.146341463414634
LFe	277	LFe1	1064	6223	4776	6562	4145	0.024390243902439
LFe	277	LFe2	1114	6182	4652	6597	3936	0.024390243902439
LFe	277	LFe3	1068	6012	4858	6575	4166	0.146341463414634
LFe	277	LFe4	1010	5979	4704	6421	4108	0.195121951219512
LFe	277	LFe5	1041	6060	4946	6408	4024	0.024390243902439
LFe	277	LFe6	1226	6127	4741	6561	3891	0.219512195121951
LFe	277	LFe7	1331	6161	4797	6355	3994	0.024390243902439
LFe	277	LFe8	1300	6197	4806	6639	4034	0.170731707317073
LFe	277	LFe9	1124	6260	4780	6524	4174	0.024390243902439
yOD	278	yOD0	1130	5747	2761	3111	4103	0.0833333333333333
yOD	278	yOD1	1042	5654	2718	3024	4260	0.1
yOD	278	yOD2	1160	5622	2826	3030	4106	0.15
yOD	278	yOD3	1213	5669	2658	2968	4035	0.0666666666666667
yOD	278	yOD4	1208	5541	2574	3064	4212	0.15
yOD	278	yOD5	1216	5872	2670	3017	4247	0.0833333333333333
yOD	278	yOD6	1273	5882	2662	3173	4096	0.133333333333333
yOD	278	yOD7	1143	5620	2737	3183	4042	0.15
yOD	278	yOD8	1110	5884	2707	3145	4234	0.05
yOD	278	yOD9	1110	5873	2689	3238	4237	0.0333333333333333
oUJ	279	oUJ0	524	2449	5551	1065	1077	0.0512820512820513
oUJ	279	oUJ1	487	2530	5452	1018	1331	0.0769230769230769
oUJ	279	oUJ2	314	2549	5452	1022	1280	0.102564102564103
oUJ	279	oUJ3	498	2456	5586	871	1264	0.0769230769230769
oUJ	279	oUJ4	533	2671	5646	1061	1057	0.0256410256410256
oUJ	279	oUJ5	198	2479	5555	1153	1269	0.179487179487179
oUJ	279	oUJ6	281	2502	5592	977	1036	0.0256410256410256
oUJ	279	oUJ7	320	2380	5570	861	1216	0.205128205128205
oUJ	279	oUJ8	412	2643	5621	985	1275	0.0769230769230769
oUJ	279	oUJ9	260	2574	5428	1042	1319	0.179487179487179
nbm	280	nbm0	4073	6633	4845	700	3384	0.0512820512820513
nbm	280	nbm1	3966	6405	5009	637	3514	0.0256410256410256
nbm	280	nbm2	4260	6490	5010	489	3213	0.0769230769230769
nbm	280	nbm3	4280	6598	4905	560	3265	0.0256410256410256
nbm	280	nbm4	4287	6383	5001	507	3522	0.128205128205128
nbm	280	nbm5	3961	6652	4754	467	3474	0.0256410256410256
nbm	280	nbm6	4216	6519	4860	738	3272	0.128205128205128
nbm	280	nbm7	4304	6432	4935	495	3345	0.179487179487179
nbm	280	nbm8	4304	6379	4903	497	3432	0.153846153846154
nbm	280	nbm9	4196	6533	4873	608	3503	0.205128205128205
tPR	281	tPR0	1133	2683	6137	737	6694	0.0847457627118644
tPR	281	tPR1	1186	2743	5955	831	6555	0.0508474576271186
tPR	281	tPR2	1200	2614	5904	823	6444	0.135593220338983
tPR	281	tPR3	1440	2610	5861	806	6484	0.0508474576271186
tPR	281	tPR4	1462	2489	6142	889	6596	0.135593220338983
tPR	281	tPR5	1212	2469	5885	871	6372	0.0847457627118644
tPR	281	tPR6	1222	2733	5958	787	6524	0.0338983050847458
tPR	281	tPR7	1187	2763	6078	700	6593	0.152542372881356
tPR	281	tPR8	1356	2720	5843	821	6571	0.135593220338983
tPR	281	tPR9	1130	2745	5871	786	6667	0.135593220338983
kKK	282	kKK0	1646	2862	361	4774	1760	0.145161290322581
kKK	282	kKK1	1868	2927	475	4584	1864	0.145161290322581
kKK	282	kKK2	1855	3002	427	4713	2101	0.112903225806452
kKK	282	kKK3	1750	2892	347	4746	1985	0.0161290322580645
kKK	282	kKK4	1822	3032	425	4839	2000	0.129032258064516
kKK	282	kKK5	1818	2885	197	4636	1920	0.112903225806452
kKK	282	kKK6	1696	2861	189	4824	1961	0.032258064516129
kKK	282	kKK7	1931	2865	265	4555	1780	0.0967741935483871
kKK	282	kKK8	1898	3181	280	4752	1818	0.0967741935483871
kKK	282	kKK9	1721	2952	468	4700	1892	0.112903225806452
GqP	283	GqP0	1011	4087	1952	6211	458	0.145833333333333
GqP	283	GqP1	1279	4192	1727	6092	512	0.104166666666667
GqP	283	GqP2	1121	4067	1742	6266	236	0.0416666666666667
GqP	283	GqP3	1079	4114	1952	6109	305	0.145833333333333
GqP	283	GqP4	987	4218	1824	6156	468	0.0208333333333333
GqP	283	GqP5	1137	4240	1823	6280	439	0.104166666666667
GqP	283	GqP6	1164	4332	1830	6380	385	0.125
GqP	283	GqP7	996	4128	1822	6281	266	0.0208333333333333
GqP	283	GqP8	1010	4137	1723	6361	453	0.125
GqP	283	GqP9	1052	4140	1843	6253	386	0.166666666666667
otE	284	otE0	1750	3508	5678	1304	1127	0.18
otE	284	otE1	1456	3407	5881	1446	1338	0.1
otE	284	otE2	1577	3204	5783	1553	1178	0.18
otE	284	otE3	1719	3429	5986	1514	1449	0.08
otE	284	otE4	1766	3243	6015	1481	1286	0.14
